date,cnyrub,cnyrub_numtrades,cnyrub_wap
2016-12-28,8.657,183,8.7015
2016-12-29,8.698,254,8.6377
2016-12-30,8.6501,127,8.8716
2017-01-03,8.7734,62,8.6851
2017-01-04,8.777,40,8.7699
2017-01-05,8.62,12,8.7013
2017-01-06,8.62,3,8.6728
2017-01-09,8.719,95,8.7064
2017-01-10,8.7077,170,8.7047
2017-01-11,8.697,186,8.7087
2017-01-12,8.6409,159,8.6424
2017-01-13,8.7071,156,8.6731
2017-01-16,8.72,123,8.6858
2017-01-17,8.7235,61,8.6966
2017-01-18,8.684,91,8.687
2017-01-19,8.743,88,8.708
2017-01-20,8.751,114,8.7189
2017-01-23,8.734,73,8.7112
2017-01-24,8.7074,91,8.6887
2017-01-25,8.705,53,8.6668
2017-01-26,8.8048,50,8.7482
2017-01-27,8.714,42,8.7661
2017-01-30,8.742,45,8.7545
2017-01-31,8.814,44,8.774
2017-02-01,8.8,113,8.8237
2017-02-02,8.658,101,8.7716
2017-02-03,8.679,147,8.7039
2017-02-06,8.65,125,8.6205
2017-02-07,8.679,122,8.6682
2017-02-08,8.6491,98,8.6835
2017-02-09,8.5939,110,8.611
2017-02-10,8.4968,101,8.5653
2017-02-13,8.45,78,8.4388
2017-02-14,8.3345,181,8.3951
2017-02-15,8.3815,95,8.3018
2017-02-16,8.41,97,8.3491
2017-02-17,8.535,155,8.4252
2017-02-20,8.46,110,8.4775
2017-02-21,8.378,83,8.4193
2017-02-22,8.4492,159,8.3925
2017-02-24,8.5263,14,8.4863
2017-02-27,8.4603,137,8.4359
2017-02-28,8.528,122,8.4629
2017-03-01,8.4773,197,8.4761
2017-03-02,8.545,172,8.506
2017-03-03,8.4513,142,8.5173
2017-03-06,8.435,107,8.4492
2017-03-07,8.4294,69,8.4268
2017-03-09,8.5924,229,8.537
2017-03-10,8.5726,289,8.5602
2017-03-13,8.5344,94,8.5701
2017-03-14,8.5984,138,8.5523
2017-03-15,8.53,118,8.5673
2017-03-16,8.4137,156,8.4602
2017-03-17,8.3237,86,8.3869
2017-03-20,8.3227,138,8.3315
2017-03-21,8.3816,123,8.3132
2017-03-22,8.4475,134,8.4006
2017-03-23,8.35,88,8.3767
2017-03-24,8.278,97,8.3455
2017-03-27,8.3193,146,8.3147
2017-03-28,8.3028,131,8.2908
2017-03-29,8.2511,138,8.2903
2017-03-30,8.1672,84,8.1999
2017-03-31,8.1823,114,8.145
2017-04-03,8.2086,136,8.1813
2017-04-04,8.16,93,8.2033
2017-04-05,8.1582,97,8.1276
2017-04-06,8.1567,101,8.1848
2017-04-07,8.29,111,8.2597
2017-04-10,8.2994,112,8.3022
2017-04-11,8.25,99,8.245
2017-04-12,8.225,173,8.2318
2017-04-13,8.1833,133,8.2309
2017-04-14,8.185,56,8.1745
2017-04-17,8.1433,146,8.1666
2017-04-18,8.1788,56,8.1473
2017-04-19,8.2264,79,8.1614
2017-04-20,8.1721,89,8.1999
2017-04-21,8.2154,76,8.1771
2017-04-24,8.12,51,8.1221
2017-04-25,8.1648,49,8.1225
2017-04-26,8.2807,62,8.2035
2017-04-27,8.27,88,8.2448
2017-04-28,8.243,51,8.2622
2017-05-02,8.292,55,8.2718
2017-05-03,8.31,74,8.2941
2017-05-04,8.4735,57,8.3795
2017-05-05,8.4264,69,8.4666
2017-05-10,8.3177,50,8.3838
2017-05-11,8.26,72,8.2752
2017-05-12,8.28,56,8.2878
2017-05-15,8.1764,73,8.1883
2017-05-16,8.22,71,8.1782
2017-05-17,8.2682,78,8.2507
2017-05-18,8.37,82,8.365
2017-05-19,8.251,39,8.2921
2017-05-22,8.2325,86,8.2189
2017-05-23,8.1812,78,8.2165
2017-05-24,8.2135,89,8.1817
2017-05-25,8.307,71,8.1827
2017-05-26,8.3,149,8.3243
2017-05-29,8.2701,54,8.3152
2017-05-30,8.297,71,8.2906
2017-05-31,8.4,144,8.3753
2017-06-01,8.3536,128,8.3761
2017-06-02,8.358,131,8.3486
2017-06-05,8.3573,83,8.3483
2017-06-06,8.35,96,8.3709
2017-06-07,8.4064,120,8.3541
2017-06-08,8.3902,104,8.4073
2017-06-09,8.3926,107,8.3935
2017-06-13,8.38,48,8.3809
2017-06-14,8.4628,54,8.3949
2017-06-15,8.5,62,8.4605
2017-06-16,8.4743,69,8.466
2017-06-19,8.5562,62,8.5185
2017-06-20,8.7219,69,8.6076
2017-06-21,8.8405,76,8.7598
2017-06-22,8.7769,70,8.7683
2017-06-23,8.6917,97,8.7153
2017-06-26,8.5825,128,8.616
2017-06-27,8.6655,77,8.6385
2017-06-28,8.7056,84,8.7512
2017-06-29,8.7377,79,8.7002
2017-06-30,8.6912,108,8.7507
2017-07-03,8.7347,89,8.7016
2017-07-04,8.7175,103,8.7086
2017-07-05,8.8433,223,8.7626
2017-07-06,8.847,144,8.8386
2017-07-07,8.8675,140,8.8911
2017-07-10,8.8518,157,8.8756
2017-07-11,8.9408,128,8.9218
2017-07-12,8.8394,75,8.9111
2017-07-13,8.8283,151,8.8596
2017-07-14,8.7396,81,8.8132
2017-07-17,8.7787,83,8.7394
2017-07-18,8.7716,64,8.7722
2017-07-19,8.7317,187,8.7579
2017-07-20,8.7152,92,8.7328
2017-07-21,8.7764,184,8.7146
2017-07-24,8.9039,176,8.8685
2017-07-25,8.8697,82,8.8704
2017-07-26,8.82,116,8.8723
2017-07-27,8.8303,140,8.825
2017-07-28,8.8362,177,8.8261
2017-07-31,8.8901,138,8.9205
2017-08-01,8.9568,110,8.9108
2017-08-02,8.996,134,9.0075
2017-08-03,8.96,82,8.9925
2017-08-04,8.9106,119,8.9665
2017-08-07,8.9206,152,8.9476
2017-08-08,8.9202,66,8.9395
2017-08-09,8.9578,218,8.9557
2017-08-10,9.014,1616,8.97
2017-08-11,8.965,596,9.0072
2017-08-14,8.941,507,8.952
2017-08-15,8.9212,177,8.958
2017-08-16,8.8755,368,8.8964
2017-08-17,8.8651,192,8.8702
2017-08-18,8.8392,550,8.8856
2017-08-21,8.8726,524,8.8537
2017-08-22,8.8534,166,8.8606
2017-08-23,8.8637,145,8.8736
2017-08-24,8.8781,168,8.8829
2017-08-25,8.8203,164,8.8791
2017-08-28,8.8377,102,8.8221
2017-08-29,8.899,94,8.8856
2017-08-30,8.8791,130,8.8918
2017-08-31,8.7973,88,8.8419
2017-09-01,8.7719,95,8.808
2017-09-04,8.8594,59,8.8531
2017-09-05,8.7925,92,8.8199
2017-09-06,8.7765,144,8.7808
2017-09-07,8.785,54,8.7737
2017-09-08,8.825,199,8.8168
2017-09-11,8.7516,188,8.7529
2017-09-12,8.8228,125,8.7727
2017-09-13,8.847,87,8.8389
2017-09-14,8.784,122,8.8011
2017-09-15,8.7888,83,8.7976
2017-09-18,8.838,114,8.7867
2017-09-19,8.8332,90,8.8248
2017-09-20,8.8279,111,8.8242
2017-09-21,8.8132,75,8.8239
2017-09-22,8.7499,130,8.7552
2017-09-25,8.7101,118,8.6983
2017-09-26,8.7239,125,8.6945
2017-09-27,8.7646,113,8.7533
2017-09-28,8.7138,256,8.7551
2017-09-29,8.6651,208,8.7059
2017-10-02,8.6851,76,8.6747
2017-10-03,8.6909,169,8.6972
2017-10-04,8.6733,105,8.6853
2017-10-05,8.6811,165,8.6656
2017-10-06,8.746,99,8.6927
2017-10-09,8.8227,160,8.8002
2017-10-10,8.823,133,8.822
2017-10-11,8.7973,109,8.7981
2017-10-12,8.777,75,8.7708
2017-10-13,8.7059,72,8.7561
2017-10-16,8.7165,108,8.6949
2017-10-17,8.668,111,8.676
2017-10-18,8.6734,116,8.6565
2017-10-19,8.6671,166,8.6901
2017-10-20,8.69,50,8.6892
2017-10-23,8.6668,78,8.6572
2017-10-24,8.6782,74,8.6735
2017-10-25,8.6967,99,8.6732
2017-10-26,8.695,99,8.6972
2017-10-27,8.7341,125,8.7394
2017-10-30,8.7385,102,8.6978
2017-10-31,8.8204,111,8.7815
2017-11-01,8.8232,161,8.7975
2017-11-02,8.8068,159,8.8055
2017-11-03,8.9036,146,8.8294
2017-11-07,8.9332,129,8.837
2017-11-08,8.9299,114,8.9352
2017-11-09,8.9252,107,8.9243
2017-11-10,8.8828,70,8.9138
2017-11-13,8.9334,84,8.927
2017-11-14,9.07,146,8.9623
2017-11-15,9.0736,96,9.0862
2017-11-16,8.9899,107,9.0332
2017-11-17,8.9272,78,8.9741
2017-11-20,8.9268,82,8.9259
2017-11-21,8.9346,112,8.9458
2017-11-22,8.8917,93,8.909
2017-11-23,8.8866,70,8.8671
2017-11-24,8.8444,93,8.8609
2017-11-27,8.8649,100,8.8256
2017-11-28,8.842,106,8.848
2017-11-29,8.8693,78,8.839
2017-11-30,8.8373,87,8.8431
2017-12-01,8.9383,88,8.8755
2017-12-04,8.8848,66,8.9027
2017-12-05,8.8782,92,8.8705
2017-12-06,8.9472,85,8.9252
2017-12-07,8.9372,109,8.957
2017-12-08,8.9518,148,8.9497
2017-12-11,8.905,98,8.9462
2017-12-12,8.9341,115,8.887
2017-12-13,8.86,90,8.9168
2017-12-14,8.8916,310,8.8769
2017-12-15,8.9035,213,8.9119
2017-12-18,8.8741,218,8.8689
2017-12-19,8.8999,260,8.8762
2017-12-20,8.9412,104,8.9192
2017-12-21,8.906,233,8.9098
2017-12-22,8.9019,108,8.8831
2017-12-25,8.925,165,8.8846
2017-12-26,8.819,107,8.8212
2017-12-27,8.807,212,8.7876
2017-12-28,8.816,201,8.8163
2017-12-29,8.886,74,8.8481
2018-01-03,9.0995,15,9.1263
2018-01-04,9.0599,3,9.09
2018-01-05,9.0199,2,9.07
2018-01-09,8.73,195,8.7431
2018-01-10,8.758,99,8.7244
2018-01-11,8.706,88,8.7502
2018-01-12,8.74,128,8.7419
2018-01-15,8.774,178,8.7561
2018-01-16,8.787,175,8.7645
2018-01-17,8.845,124,8.8032
2018-01-18,8.781,93,8.8249
2018-01-19,8.845,88,8.8431
2018-01-22,8.8317,95,8.8378
2018-01-23,8.8221,135,8.8144
2018-01-24,8.8527,95,8.8244
2018-01-25,8.84,141,8.8283
2018-01-26,8.88,143,8.8337
2018-01-29,8.896,219,8.8917
2018-01-30,8.8947,144,8.8661
2018-01-31,8.9397,188,8.9282
2018-02-01,8.885,228,8.9211
2018-02-02,8.9691,555,8.9227
2018-02-05,9.0575,167,8.9907
2018-02-06,9.064,198,9.0911
2018-02-07,9.105,162,9.09
2018-02-08,9.1806,111,9.0895
2018-02-09,9.2555,134,9.2024
2018-02-12,9.142,142,9.1691
2018-02-13,9.1,84,9.1195
2018-02-14,8.995,189,9.0923
2018-02-15,8.9885,244,9.0073
2018-02-16,8.946,112,8.9702
2018-02-19,8.9489,69,8.9508
2018-02-20,8.908,91,8.9404
2018-02-21,8.952,154,8.9363
2018-02-22,9.0,112,8.9393
2018-02-26,8.8575,105,8.8728
2018-02-27,8.894,129,8.8386
2018-02-28,8.8854,114,8.8977
2018-03-01,8.945,140,8.9124
2018-03-02,8.982,305,8.9309
2018-03-05,8.917,136,9.0073
2018-03-06,8.985,351,8.9146
2018-03-07,8.992,200,8.9929
2018-03-09,8.9929,1,8.9929
2018-03-12,8.997,64,8.9715
2018-03-13,9.0,62,8.9892
2018-03-14,9.06,62,9.0274
2018-03-15,9.0651,62,9.0325
2018-03-16,9.09,80,9.0983
2018-03-19,9.149,60,9.0983
2018-03-20,9.0829,97,9.1268
2018-03-21,9.0669,53,9.0863
2018-03-22,9.02,63,9.0064
2018-03-23,9.0399,57,9.0367
2018-03-26,9.137,169,9.0722
2018-03-27,9.16,110,9.1314
2018-03-28,9.1889,162,9.1692
2018-03-29,9.14,254,9.189
2018-03-30,9.15,68,9.1537
2018-04-02,9.172,103,9.1379
2018-04-03,9.179,102,9.1683
2018-04-04,9.156,96,9.1791
2018-04-05,9.15,82,9.155
2018-04-06,9.2193,64,9.1566
2018-04-09,9.555,117,9.3877
2018-04-10,10.0359,413,9.957
2018-04-11,9.99,180,10.1822
2018-04-12,9.8818,65,9.855
2018-04-13,9.8948,99,9.8122
2018-04-16,9.766,135,9.9027
2018-04-17,9.8,123,9.7942
2018-04-18,9.7098,138,9.8003
2018-04-19,9.6985,207,9.7069
2018-04-20,9.7621,87,9.7753
2018-04-23,9.8077,221,9.8167
2018-04-24,9.775,211,9.7721
2018-04-25,9.876,139,9.7907
2018-04-26,9.9002,115,9.9237
2018-04-27,9.8264,138,9.8806
2018-04-28,9.919,49,9.8508
2018-04-30,9.9546,14,9.957
2018-05-02,10.0569,12,9.9836
2018-05-03,9.9722,75,9.982
2018-05-04,9.824,104,9.9377
2018-05-07,9.8915,137,9.8595
2018-05-08,9.932,95,9.9188
2018-05-10,9.7589,198,9.8266
2018-05-11,9.793,143,9.7516
2018-05-14,9.7659,166,9.7569
2018-05-15,9.7821,174,9.7656
2018-05-16,9.724,470,9.8185
2018-05-17,9.7652,208,9.7324
2018-05-18,9.796,267,9.7382
2018-05-21,9.69,109,9.7814
2018-05-22,9.616,329,9.6363
2018-05-23,9.6268,364,9.6627
2018-05-24,9.664,104,9.6318
2018-05-25,9.75,132,9.6871
2018-05-28,9.74,115,9.7541
2018-05-29,9.77,115,9.763
2018-05-30,9.6828,130,9.7433
2018-05-31,9.7449,159,9.6921
2018-06-01,9.6943,102,9.7037
2018-06-04,9.6958,130,9.6697
2018-06-05,9.7259,78,9.6938
2018-06-06,9.7115,102,9.7141
2018-06-07,9.8,89,9.7091
2018-06-08,9.76,111,9.7833
2018-06-09,9.6251,74,9.8489
2018-06-11,9.8138,9,9.7773
2018-06-13,9.7986,118,9.8343
2018-06-14,9.702,171,9.7406
2018-06-15,9.8094,118,9.7729
2018-06-18,9.81,103,9.8229
2018-06-19,9.826,86,9.8925
2018-06-20,9.7992,124,9.8221
2018-06-21,9.813,96,9.7996
2018-06-22,9.66,94,9.7112
2018-06-25,9.609,320,9.6112
2018-06-26,9.5831,123,9.5734
2018-06-27,9.562,108,9.5704
2018-06-28,9.46,104,9.5412
2018-06-29,9.4601,122,9.4691
2018-07-02,9.5015,296,9.4568
2018-07-03,9.47,101,9.4795
2018-07-04,9.538,269,9.5494
2018-07-05,9.4886,390,9.5193
2018-07-06,9.4501,277,9.4853
2018-07-09,9.45,101,9.4794
2018-07-10,9.308,90,9.4111
2018-07-11,9.272,207,9.303
2018-07-12,9.314,266,9.3004
2018-07-13,9.321,230,9.2791
2018-07-16,9.29,201,9.2838
2018-07-17,9.2978,475,9.324
2018-07-18,9.37,253,9.329
2018-07-19,9.3821,278,9.3301
2018-07-20,9.3685,243,9.3393
2018-07-23,9.264,97,9.2999
2018-07-24,9.2989,254,9.2139
2018-07-25,9.307,92,9.2997
2018-07-26,9.2596,90,9.2742
2018-07-27,9.2101,179,9.2074
2018-07-30,9.125,107,9.1719
2018-07-31,9.1851,136,9.1296
2018-08-01,9.225,90,9.1895
2018-08-02,9.227,90,9.2311
2018-08-03,9.2383,270,9.1973
2018-08-06,9.2564,238,9.2643
2018-08-07,9.3048,112,9.2831
2018-08-08,9.5841,123,9.4116
2018-08-09,9.72,94,9.6782
2018-08-10,9.848,145,9.7535
2018-08-13,9.8661,156,9.8836
2018-08-14,9.622,179,9.6778
2018-08-15,9.6874,115,9.6382
2018-08-16,9.7304,182,9.6982
2018-08-17,9.82,139,9.7466
2018-08-20,9.832,118,9.8115
2018-08-21,9.8367,102,9.8275
2018-08-22,9.942,119,9.9034
2018-08-23,9.902,114,9.9665
2018-08-24,9.8887,189,9.8663
2018-08-27,9.94,126,9.8851
2018-08-28,9.964,146,9.9296
2018-08-29,9.969,146,9.9663
2018-08-30,9.944,212,9.9612
2018-08-31,9.856,203,9.9299
2018-09-03,9.979,134,9.9362
2018-09-04,9.954,207,9.9684
2018-09-05,9.982,153,9.9744
2018-09-06,10.128,184,10.0204
2018-09-07,10.1839,124,10.1026
2018-09-10,10.27,148,10.1952
2018-09-11,10.114,141,10.1906
2018-09-12,10.091,145,10.1058
2018-09-13,9.966,191,9.9986
2018-09-14,9.8948,230,9.9192
2018-09-17,9.916,116,9.9227
2018-09-18,9.8155,151,9.8533
2018-09-19,9.7502,136,9.771
2018-09-20,9.689,117,9.6955
2018-09-21,9.7038,112,9.7094
2018-09-24,9.5959,232,9.6173
2018-09-25,9.5799,177,9.5868
2018-09-26,9.5603,104,9.5713
2018-09-27,9.5,115,9.5695
2018-09-28,9.53,87,9.5473
2018-10-01,9.4885,113,9.5352
2018-10-02,9.524,87,9.5004
2018-10-03,9.5233,118,9.5218
2018-10-04,9.718,103,9.6263
2018-10-05,9.6583,105,9.6593
2018-10-08,9.6288,115,9.6685
2018-10-09,9.58,113,9.6156
2018-10-10,9.6215,88,9.5536
2018-10-11,9.6168,120,9.6158
2018-10-12,9.5917,145,9.5466
2018-10-15,9.48,98,9.4797
2018-10-16,9.4679,109,9.4773
2018-10-17,9.4479,128,9.4624
2018-10-18,9.48,102,9.4606
2018-10-19,9.453,210,9.4729
2018-10-22,9.4,151,9.4045
2018-10-23,9.42,87,9.4087
2018-10-24,9.4488,117,9.4403
2018-10-25,9.4124,109,9.4453
2018-10-26,9.44,237,9.4244
2018-10-29,9.44,135,9.4344
2018-10-30,9.3975,123,9.4319
2018-10-31,9.4265,105,9.415
2018-11-01,9.4789,116,9.4473
2018-11-02,9.607,197,9.5415
2018-11-06,9.5378,89,9.5367
2018-11-07,9.5728,107,9.5406
2018-11-08,9.625,102,9.5671
2018-11-09,9.76,99,9.6653
2018-11-12,9.7069,117,9.711
2018-11-13,9.812,168,9.737
2018-11-14,9.6604,236,9.748
2018-11-15,9.55,130,9.6137
2018-11-16,9.51,115,9.5158
2018-11-19,9.465,124,9.5084
2018-11-20,9.5348,148,9.4635
2018-11-21,9.468,126,9.5092
2018-11-22,9.47,134,9.4702
2018-11-23,9.538,98,9.4659
2018-11-26,9.6734,147,9.6065
2018-11-27,9.6676,103,9.6209
2018-11-28,9.64,198,9.6676
2018-11-29,9.5555,132,9.5944
2018-11-30,9.639,117,9.5997
2018-12-03,9.69,136,9.6601
2018-12-04,9.748,151,9.7157
2018-12-05,9.69,107,9.7319
2018-12-06,9.712,115,9.6998
2018-12-07,9.653,105,9.693
2018-12-10,9.6386,117,9.5977
2018-12-11,9.6099,117,9.6286
2018-12-12,9.642,112,9.6434
2018-12-13,9.63,102,9.6525
2018-12-14,9.6595,108,9.6354
2018-12-17,9.67,100,9.6458
2018-12-18,9.752,147,9.6963
2018-12-19,9.7448,138,9.7547
2018-12-20,9.94,112,9.7807
2018-12-21,9.96,90,9.8618
2018-12-24,9.9368,125,9.9078
2018-12-25,9.902,176,9.972
2018-12-26,9.966,144,10.0235
2018-12-27,10.126,92,10.0483
2018-12-28,10.134,126,10.0919
2018-12-29,10.41,87,10.1674
2019-01-03,9.965,14,10.0788
2019-01-04,9.87,15,9.8969
2019-01-08,9.79,8,9.7777
2019-01-09,9.8014,146,9.8138
2019-01-10,9.8851,121,9.8631
2019-01-11,9.9116,108,9.9172
2019-01-14,9.9043,118,9.9247
2019-01-15,9.8842,145,9.9124
2019-01-16,9.81,122,9.8611
2019-01-17,9.785,110,9.8115
2019-01-18,9.7321,203,9.7895
2019-01-21,9.77,285,9.7652
2019-01-22,9.7539,105,9.7623
2019-01-23,9.7342,83,9.754
2019-01-24,9.67,115,9.7014
2019-01-25,9.7661,155,9.7342
2019-01-28,9.803,136,9.7772
2019-01-29,9.7795,108,9.8175
2019-01-30,9.76,198,9.8229
2019-01-31,9.746,103,9.7234
2019-02-01,9.7319,99,9.7338
2019-02-04,9.6975,92,9.684
2019-02-05,9.6966,76,9.6877
2019-02-06,9.7121,79,9.7102
2019-02-07,9.744,112,9.7412
2019-02-08,9.702,95,9.7299
2019-02-11,9.69,173,9.674
2019-02-12,9.712,97,9.6806
2019-02-13,9.795,187,9.7065
2019-02-14,9.857,289,9.8193
2019-02-15,9.786,329,9.8241
2019-02-18,9.7791,134,9.7787
2019-02-19,9.739,112,9.7697
2019-02-20,9.783,115,9.7828
2019-02-21,9.7565,118,9.7583
2019-02-22,9.7467,97,9.7539
2019-02-25,9.805,133,9.7582
2019-02-26,9.8475,112,9.8056
2019-02-27,9.8438,179,9.8429
2019-02-28,9.8369,134,9.8501
2019-03-01,9.8156,126,9.8135
2019-03-04,9.7998,108,9.8174
2019-03-05,9.8017,108,9.8091
2019-03-06,9.82,142,9.8045
2019-03-07,9.855,113,9.8261
2019-03-11,9.8081,106,9.8127
2019-03-12,9.7877,269,9.7874
2019-03-13,9.762,175,9.7563
2019-03-14,9.741,109,9.7297
2019-03-15,9.6557,134,9.7328
2019-03-18,9.58,127,9.6029
2019-03-19,9.5963,147,9.5768
2019-03-20,9.532,170,9.5925
2019-03-21,9.52,161,9.525
2019-03-22,9.6081,162,9.5545
2019-03-25,9.512,144,9.5884
2019-03-26,9.5741,145,9.5616
2019-03-27,9.6404,129,9.6132
2019-03-28,9.644,118,9.6342
2019-03-29,9.7511,144,9.6355
2019-04-01,9.7,130,9.7493
2019-04-02,9.715,169,9.735
2019-04-03,9.715,131,9.7158
2019-04-04,9.753,196,9.7353
2019-04-05,9.7356,139,9.7454
2019-04-08,9.666,150,9.7098
2019-04-09,9.6645,115,9.64
2019-04-10,9.5624,148,9.6209
2019-04-11,9.6125,124,9.5798
2019-04-12,9.5896,159,9.5911
2019-04-15,9.59,132,9.5806
2019-04-16,9.5578,198,9.5822
2019-04-17,9.56,178,9.5629
2019-04-18,9.5399,137,9.5502
2019-04-19,9.5605,113,9.5391
2019-04-22,9.5004,129,9.5043
2019-04-23,9.47,141,9.4849
2019-04-24,9.564,135,9.5309
2019-04-25,9.58,138,9.5945
2019-04-26,9.6279,115,9.6038
2019-04-29,9.57,108,9.5917
2019-04-30,9.57,131,9.5731
2019-05-02,9.69,3,9.6908
2019-05-03,0.0,0,
2019-05-06,9.6328,112,9.614
2019-05-07,9.6071,120,9.6146
2019-05-08,9.55,103,9.6029
2019-05-10,9.522,16,9.5496
2019-05-13,9.456,138,9.4722
2019-05-14,9.4,189,9.4501
2019-05-15,9.3552,270,9.3877
2019-05-16,9.317,146,9.3362
2019-05-17,9.312,128,9.3104
2019-05-20,9.3041,135,9.2947
2019-05-21,9.285,149,9.3042
2019-05-22,9.286,131,9.2831
2019-05-23,9.34,132,9.3121
2019-05-24,9.3189,114,9.3313
2019-05-27,9.3233,129,9.3265
2019-05-28,9.3479,204,9.3232
2019-05-29,9.3877,179,9.3894
2019-05-30,9.4078,173,9.3938
2019-05-31,9.4298,141,9.4367
2019-06-03,9.43,395,9.4552
2019-06-04,9.4111,188,9.4094
2019-06-05,9.427,146,9.4049
2019-06-06,9.415,151,9.4155
2019-06-07,9.3494,249,9.3679
2019-06-10,9.3262,167,9.3201
2019-06-11,9.3212,176,9.3115
2019-06-13,9.3023,137,9.3209
2019-06-14,9.287,176,9.2871
2019-06-17,9.2758,182,9.2734
2019-06-18,9.2709,218,9.2713
2019-06-19,9.268,154,9.2642
2019-06-20,9.179,232,9.2334
2019-06-21,9.2,191,9.1918
2019-06-24,9.11,204,9.1419
2019-06-25,9.1379,180,9.1045
2019-06-26,9.1454,261,9.1446
2019-06-27,9.1799,145,9.1657
2019-06-28,9.21,193,9.1718
2019-07-01,9.18,176,9.2142
2019-07-02,9.1852,174,9.1973
2019-07-03,9.21,138,9.2172
2019-07-04,9.2305,154,9.2252
2019-07-05,9.251,143,9.239
2019-07-08,9.2427,150,9.2635
2019-07-09,9.2633,192,9.2609
2019-07-10,9.193,194,9.2452
2019-07-11,9.1466,207,9.1661
2019-07-12,9.1501,158,9.1651
2019-07-15,9.1161,183,9.1214
2019-07-16,9.1538,232,9.1303
2019-07-17,9.1257,202,9.1356
2019-07-18,9.13,205,9.1407
2019-07-19,9.165,152,9.1557
2019-07-22,9.172,202,9.1559
2019-07-23,9.18,141,9.1788
2019-07-24,9.2009,147,9.1738
2019-07-25,9.1946,236,9.1805
2019-07-26,9.218,188,9.1861
2019-07-29,9.2155,162,9.2115
2019-07-30,9.2182,237,9.2005
2019-07-31,9.1963,240,9.2077
2019-08-01,9.2479,179,9.2448
2019-08-02,9.3525,231,9.3207
2019-08-05,9.2268,194,9.1951
2019-08-06,9.25,215,9.227
2019-08-07,9.2525,175,9.2048
2019-08-08,9.195,204,9.2253
2019-08-09,9.2,127,9.2311
2019-08-12,9.2339,217,9.2207
2019-08-13,9.2609,143,9.2429
2019-08-14,9.3839,173,9.2786
2019-08-15,9.37,209,9.3753
2019-08-16,9.4301,178,9.3704
2019-08-19,9.474,153,9.4706
2019-08-20,9.4,193,9.4417
2019-08-21,9.3082,208,9.3537
2019-08-22,9.2501,223,9.2645
2019-08-23,9.25,206,9.2611
2019-08-26,9.2259,213,9.2175
2019-08-27,9.264,225,9.2551
2019-08-28,9.306,196,9.3012
2019-08-29,9.3097,201,9.3254
2019-08-30,9.3244,166,9.3018
2019-09-02,9.282,222,9.2947
2019-09-03,9.31,237,9.3194
2019-09-04,9.255,213,9.2877
2019-09-05,9.285,189,9.2457
2019-09-06,9.253,199,9.2663
2019-09-09,9.2082,196,9.1967
2019-09-10,9.2,177,9.215
2019-09-11,9.2142,183,9.1982
2019-09-12,9.185,190,9.201
2019-09-13,9.128,221,9.1434
2019-09-16,9.05,249,9.0608
2019-09-17,9.095,252,9.0552
2019-09-18,9.0849,211,9.0883
2019-09-19,9.01,225,9.0431
2019-09-20,8.99,281,9.0069
2019-09-23,8.9779,243,8.9854
2019-09-24,8.9999,199,8.9705
2019-09-25,9.0139,198,9.0219
2019-09-26,9.0079,328,9.0187
2019-09-27,9.064,310,9.0494
2019-09-30,9.0939,274,9.0726
2019-10-01,9.1579,209,9.1082
2019-10-02,9.1499,373,9.1346
2019-10-03,9.138,160,9.1352
2019-10-04,9.0999,290,9.1098
2019-10-07,9.1001,254,9.0981
2019-10-08,9.1,241,9.1113
2019-10-09,9.09,270,9.1036
2019-10-10,9.0839,223,9.0894
2019-10-11,9.0401,277,9.0425
2019-10-14,9.0861,259,9.0963
2019-10-15,9.0705,259,9.0835
2019-10-16,9.0265,266,9.0537
2019-10-17,9.0406,285,9.0347
2019-10-18,9.018,196,9.0309
2019-10-21,9.0102,372,9.0159
2019-10-22,9.0019,237,9.0008
2019-10-23,9.048,291,9.0231
2019-10-24,9.0739,250,9.0428
2019-10-25,9.05,283,9.045
2019-10-28,9.0299,261,9.0276
2019-10-29,9.0321,269,9.0507
2019-10-30,9.0681,293,9.0484
2019-10-31,9.1039,200,9.0731
2019-11-01,9.02,218,9.0894
2019-11-05,9.08,263,9.0448
2019-11-06,9.128,276,9.0956
2019-11-07,9.14,246,9.1307
2019-11-08,9.1339,217,9.134
2019-11-11,9.1111,292,9.1183
2019-11-12,9.1625,318,9.1328
2019-11-13,9.1475,279,9.1561
2019-11-14,9.1238,231,9.1325
2019-11-15,9.105,225,9.1101
2019-11-18,9.0842,285,9.0988
2019-11-19,9.0818,271,9.0795
2019-11-20,9.0739,297,9.0937
2019-11-21,9.06,284,9.067
2019-11-22,9.0666,271,9.0488
2019-11-25,9.1001,284,9.0866
2019-11-26,9.1339,271,9.1023
2019-11-27,9.1141,211,9.1127
2019-11-28,9.12,234,9.1212
2019-11-29,9.1441,314,9.1294
2019-12-02,9.1081,272,9.1414
2019-12-03,9.07,265,9.1018
2019-12-04,9.0641,247,9.071
2019-12-05,9.055,236,9.0678
2019-12-06,9.05,286,9.0685
2019-12-09,9.03,239,9.06
2019-12-10,9.0378,245,9.037
2019-12-11,9.008,307,9.031
2019-12-12,9.045,333,8.9851
2019-12-13,8.9839,297,8.9627
2019-12-16,8.93,276,8.9569
2019-12-17,8.92,237,8.9463
2019-12-18,8.9421,250,8.9404
2019-12-19,8.916,218,8.925
2019-12-20,8.89,302,8.8854
2019-12-23,8.8839,278,8.8884
2019-12-24,8.85,316,8.8613
